RIC,Symbol,Exchange,CompanyName,Sector,Industry,Last
DPM.HM,DPM,HOSE,PetroVietnam Fertilizer and Chemicals Corp,Materials,Chemicals,22700
DPP.HNO,DPP,UPCOM,Dongnai Pharmaceutical JSC,Healthcare,Pharmaceuticals,17500
DPR.HM,DPR,HOSE,Dong Phu Rubber JSC,Materials,Chemicals,62000
DPS.HN,DPS,HNX,Soc Son Development Investment JSC,Industrials,Trading Companies & Distributors,300
DQC.HM,DQC,HOSE,Dien Quang Lamp JSC,Industrials,Electrical Equipment,21000
DRC.HM,DRC,HOSE,Danang Rubber JSC,Consumer Discretionary,Auto Components,29800
DRH.HM,DRH,HOSE,DRH Holdings JSC,Real Estate,Real Estate Management & Development,10850
DRI.HNO,DRI,UPCOM,Daklak Rubber Investment JSC,Basic Materials,Fabricated Plastic & Rubber,11400
DRL.HM,DRL,HOSE,Hydro Power JSC-power No.3,Utilities,Independent Power and Renewable Electricity Producers,58300
DS3.HN,DS3,HNX,Riverway Management JSC No3,Industrials,Marine,6300
DSC.HNO,DSC,UPCOM,Da Nang Securities Co,Financial,Capital Markets,13000
DSN.HM,DSN,HOSE,Dam Sen Water Park Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",42500
DST.HN,DST,HNX,Sao Thang Long Investment JSC,Communication Services,Media,4500
DSV.HNO,DSV,UPCOM,Vinh Phu Railway JSC,,,9000
DTA.HM,DTA,HOSE,De Tam JSC,Real Estate,Real Estate Management & Development,9970
DTC.HNO,DTC,UPCOM,Dong Trieu Viglacera JSC,Materials,Construction Materials,12200
DTD.HN,DTD,HNX,Thanh Dat Investment Development JSC,Capital Goods,Construction Services,33300
DTG.HNO,DTG,UPCOM,Tipharco Pharmaceutical JSC,Healthcare,Pharmaceuticals,10800
DTI.HNO,DTI,UPCOM,Duc Trung Investment JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",8500
DTK.HN,DTK,HNX,Vinacomin Power Holding Corp,Utilities,Independent Power and Renewable Electricity Producers,11400
DTL.HM,DTL,HOSE,Dai Thien Loc Corp,Materials,Metals & Mining,34200
DTT.HM,DTT,HOSE,Do Thanh Technology Corp,Materials,Chemicals,14400
DTV.HNO,DTV,UPCOM,Tra Vinh Electric Development Joint Stock Corp,Industrials,Construction & Engineering,42800
DVC.HNO,DVC,UPCOM,Hai Phong Port Trading and Services JSC,Energy,"Oil, Gas & Consumable Fuels",10200
DVN.HNO,DVN,UPCOM,Vietnam Pharmaceutical Corp,Healthcare,Pharmaceuticals,19400
DVP.HM,DVP,HOSE,Dinhvu Port Investment & Development JSC,Industrials,Transportation Infrastructure,51300
DXG.HM,DXG,HOSE,Dat Xanh Group JSC,Real Estate,Real Estate Management & Development,24150
DXL.HNO,DXL,UPCOM,Lang Son Tourism and Import Export JSC,Industrials,Industrial Conglomerates,4300
DXP.HN,DXP,HNX,DoanXa Port JSC,Industrials,Transportation Infrastructure,15800
DXV.HM,DXV,HOSE,Danang Building Material Vicem JSC,Materials,Construction Materials,4550
DZM.HN,DZM,HNX,Dzi An Mechanoelectric JSC,Industrials,Electrical Equipment,5400
EAD.HNO,EAD,UPCOM,Daklak Power Hydroelectric JSC,,,21000
EBS.HN,EBS,HNX,Educational Book JSC in Ha Noi City,Communication Services,Media,9200
ECI.HN,ECI,HNX,Education Cartography and Illustration JSC,Communication Services,Media,38700
EFI.HNO,EFI,UPCOM,Education Financial Investment JSC,Industrials,Professional Services,2800
EIB.HM,EIB,HOSE,Vietnam Export Import Commercial Joint Stock Bank,Financial,Banks,29250
EIC.HNO,EIC,UPCOM,EVN International JSC,Utilities,Independent Power and Renewable Electricity Producers,14000
EID.HN,EID,HNX,Ha Noi Education Development And Investment JSC,Communication Services,Media,16000
EIN.HNO,EIN,UPCOM,Electricity Investment Service Trade JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",16400
ELC.HM,ELC,HOSE,Electronics Communications Technology Investment Development Corp,Information Technology,IT Services,15900
EMC.HM,EMC,HOSE,Thu Duc Electro Mechanical JSC,Industrials,Electrical Equipment,17000
EME.HNO,EME,UPCOM,Electro Mechanical Co,Industrials,Electrical Equipment,51000
EMG.HNO,EMG,UPCOM,Electrical Mechanical Equipment and Spare Parts JSC,Industrials,Machinery,15500
EMS.HNO,EMS,UPCOM,VN Post Express JSC,Industrials,Air Freight & Logistics,37000
EVE.HM,EVE,HOSE,Everpia JSC,Consumer Discretionary,Household Durables,13800
EVF.HNO,EVF,UPCOM,EVN Finance JSC,Financial,Diversified Financial Services,12700
EVG.HM,EVG,HOSE,Everland Group JSC,Industrials,Industrial Conglomerates,12400
EVS.HN,EVS,HNX,Everest Securities JSC,Financial,Capital Markets,31500
FBA.HNO,FBA,UPCOM,FBA International Group Corp,Consumer Discretionary,Household Durables,900
FCM.HM,FCM,HOSE,Fecon Mining JSC,Materials,Construction Materials,6700
FCN.HM,FCN,HOSE,Fecon Corp,Industrials,Construction & Engineering,12350
FDC.HM,FDC,HOSE,Foreign Trade Development and Investment Corp of Ho Chi Minh City,Real Estate,Real Estate Management & Development,13300
FDG.HNO,FDG,UPCOM,Dongthap Trading Corp,Industrials,Trading Companies & Distributors,800
FID.HN,FID,HNX,Vietnam Enterprise Investment and Development JSC,Industrials,Trading Companies & Distributors,3900
FIR.HM,FIR,HOSE,FIRST REAL JSC,Real Estate,Real Estate Management & Development,34150
FIT.HM,FIT,HOSE,F.I.T Group JSC,Financial,Capital Markets,15800
FLC.HM,FLC,HOSE,FLC Group JSC,Real Estate,Real Estate Management & Development,13950
FMC.HM,FMC,HOSE,Sao Ta Foods JSC,Consumer Staples,Food Products,36800
FOX.HNO,FOX,UPCOM,FPT Telecom JSC,Communication Services,Diversified Telecommunication Services,93900
FPT.HM,FPT,HOSE,FPT Corp,Information Technology,IT Services,85200
FRT.HM,FRT,HOSE,FPT Digital Retail JSC,Consumer Discretionary,Specialty Retail,26900
FT1.HNO,FT1,UPCOM,Machinery Spare Parts N01 JSC,,,50600
FTI.HNO,FTI,UPCOM,Friendship Trading-Industrial JSC,Consumer Discretionary,Leisure Products,3500
FTM.HM,FTM,HOSE,Duc Quan Investment and Development JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",3100
FTS.HM,FTS,HOSE,FPT Securities JSC,Financial,Capital Markets,37200
G20.HNO,G20,UPCOM,Vinh Phuc Textile Investment JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",800
G36.HNO,G36,UPCOM,36 Corp,Industrials,Construction & Engineering,10400
GAS.HM,GAS,HOSE,Petrovietnam Gas Joint Stock Corp,Utilities,Gas Utilities,98000
GDT.HM,GDT,HOSE,DucThanh Wood Processing JSC,Consumer Cyclical,Furniture & Fixtures,56600
GEG.HM,GEG,HOSE,Gia Lai Electricity JSC,Utilities,Electric Utilities,17300
GEX.HM,GEX,HOSE,Viet Nam Electrical Equipment Joint Stock Corp,Industrials,Electrical Equipment,21450
GGG.HNO,GGG,UPCOM,Giaiphong Motor JSC,Consumer Discretionary,Automobiles,1600
GHC.HNO,GHC,UPCOM,Gia Lai Hydropower JSC,Utilities,Independent Power and Renewable Electricity Producers,29700
GIC.HN,GIC,HNX,Green Development and Investment Service JSC,Transportation,Misc. Transportation,18900
GIL.HM,GIL,HOSE,BinhThanh Import Export Production and Trade JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",58200
GKM.HN,GKM,HNX,Khang Minh Group JSC,Materials,Construction Materials,14200
GLT.HN,GLT,HNX,Global Electrical Technology Corp,Industrials,Trading Companies & Distributors,28500
GMA.HN,GMA,HNX,Viet Nam Enteco Corp,Industrials,Trading Companies & Distributors,55000
GMC.HM,GMC,HOSE,Garmex Saigon Corp,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",32700
GMD.HM,GMD,HOSE,Gemadept Corp,Industrials,Transportation Infrastructure,42650
GMX.HN,GMX,HNX,My Xuan Brick Tile Pottery and Construction JSC,Materials,Construction Materials,38000
GND.HNO,GND,UPCOM,Dong Nai Brick and Tile Corp,Materials,Construction Materials,30800
GSM.HNO,GSM,UPCOM,Huong Son Hydro Power JSC,Utilities,Electric Utilities,11600
GSP.HM,GSP,HOSE,International Gas Product Shipping JSC,Energy,"Oil, Gas & Consumable Fuels",12000
GTA.HM,GTA,HOSE,Thuan An Wood Processing JSC,Materials,Paper & Forest Products,14850
GTH.HNO,GTH,UPCOM,Thua Thien Hue Construction Transportation JSC,Industrials,Construction & Engineering,5400
GTN.HM,GTN,HOSE,GTNFOODS JSC,Consumer Staples,Food Products,18650
GTS.HNO,GTS,UPCOM,Saigon Traffic Construction JSC,Industrials,Construction & Engineering,9600
GTT.HNO,GTT,UPCOM,Thuan Thao Corp,Industrials,Road & Rail,600
GVR.HM,GVR,HOSE,Viet Nam Rubber Group JSC,Materials,Chemicals,34800
GVT.HNO,GVT,UPCOM,Viet Tri Paper JSC,Materials,Paper & Forest Products,75200
H11.HNO,H11,UPCOM,Hud101 Construction JSC,Industrials,Construction & Engineering,5800
HAB.HNO,HAB,UPCOM,Hanoi School Books and Equipment JSC,Communication Services,Media,76000
HAC.HNO,HAC,UPCOM,Hai Phong Securities JSC,Financial,Capital Markets,9200
HAD.HN,HAD,HNX,Hanoi Haiduong Beer JSC,Consumer Staples,Beverages,18300
HAF.HNO,HAF,UPCOM,Hanoi Foodstuff JSC,Consumer/Non-Cyclical,Food Processing,15700
HAG.HM,HAG,HOSE,Hoang Anh Gia Lai JSC,Consumer Staples,Food Products,6000
HAH.HM,HAH,HOSE,Hai An Transport and Stevedoring JSC,Industrials,Transportation Infrastructure,30950
HAI.HM,HAI,HOSE,HAI Agrochem JSC,Materials,Chemicals,4400
HAM.HNO,HAM,UPCOM,Hau Giang Materials JSC,,,24000
HAN.HNO,HAN,UPCOM,Hanoi Construction Corp JSC,Industrials,Construction & Engineering,12900
HAP.HN,HAP,HNX,Hapaco Group JSC,Materials,Paper & Forest Products,13600
HAR.HM,HAR,HOSE,An Duong Thao Dien Real estate Trading Investment JSC,Real Estate,Real Estate Management & Development,5450
HAS.HM,HAS,HOSE,Hacisco JSC,Industrials,Construction & Engineering,13000
HAT.HN,HAT,HNX,Hanoi Beer Trading JSC,Consumer Discretionary,Distributors,21000
HAV.HNO,HAV,UPCOM,Hapro Vodka JSC,,,4100
HAX.HM,HAX,HOSE,Hang Xanh Motors Service JSC,Consumer Discretionary,Specialty Retail,24350
HBC.HM,HBC,HOSE,Hoa Binh Construction Group JSC,Industrials,Construction & Engineering,15850
HBD.HNO,HBD,UPCOM,Binh Duong PP Pack Making JSC,Materials,Containers & Packaging,17300
HBE.HN,HBE,HNX,Hatinh Book And Equiptment Education JSC,Communication Services,Media,7300
HBH.HNO,HBH,UPCOM,Habeco Hai Phong JSC,,,5700
HBS.HN,HBS,HNX,Hoa Binh Securities JSC,Financial,Capital Markets,9200
HC3.HNO,HC3,UPCOM,Haiphong Construction Joint Stock Corp No3,Capital Goods,Construction Services,29000
HCC.HN,HCC,HNX,Intimex Hoa Cam Concrete JSC,Materials,Construction Materials,10400
HCD.HM,HCD,HOSE,Hcd Investment Producing and Trading JSC,Industrials,Industrial Conglomerates,5060
HCI.HNO,HCI,UPCOM,Hanoi Construction Investment JSC,Capital Goods,Construction Services,19200
HCM.HM,HCM,HOSE,Ho Chi Minh City Securities Corp,Financial,Investment Services,48350
HCT.HN,HCT,HNX,Hai Phong Cement Trading and Transportation JSC,Industrials,Road & Rail,13400
HD2.HNO,HD2,UPCOM,Housing Development Investment JSC HUD2,,,7800
HDA.HN,HDA,HNX,Dong A Paint JSC,Materials,Chemicals,10600
HDB.HM,HDB,HOSE,Ho Chi Minh City Development Joint Stock Commercial Bank,Financial,Banks,35300
HDC.HM,HDC,HOSE,Ba Ria Vung Tau House Development JSC,Real Estate,Real Estate Management & Development,64800
HDG.HM,HDG,HOSE,Ha Do Group JSC,Industrials,Construction & Engineering,42950
HDM.HNO,HDM,UPCOM,Hue Textile Garment JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",17000
HDO.HNO,HDO,UPCOM,Hung Dao Container JSC,Industrials,Machinery,800
HDP.HNO,HDP,UPCOM,Hatinh Pharmaceutical JSC,Healthcare,Biotechnology & Drugs,11900
HDW.HNO,HDW,UPCOM,Hai Duong Water JSC,Utilities,Water Utilities,15600
HEC.HNO,HEC,UPCOM,Hydraulic Engineering Consultant Corp Ii,,,68900
HEJ.HNO,HEJ,UPCOM,Vietnam Hydraulic Engineering Consultants Corporation JSC,,,23000
HEM.HNO,HEM,UPCOM,Hanoi Electromechanical Manufacturing JSC,Industrials,Electrical Equipment,14200
HES.HNO,HES,UPCOM,Hanoi Entertainment Services Corp,,,20000
HEV.HN,HEV,HNX,Higher Educational and Vocational Book JSC,Communication Services,Media,13700
HFC.HNO,HFC,UPCOM,HFC Petroleum Corp,Services,Retail (Specialty),14400
HGM.HN,HGM,HNX,Ha Giang Mineral and Mechanics JSC,Materials,Metals & Mining,33000
HHC.HN,HHC,HNX,Haiha Confectionery JSC,Consumer Staples,Food Products,91700
HHG.HN,HHG,HNX,Hoang Ha JSC,Industrials,Road & Rail,4200
HHP.HM,HHP,HOSE,Hai Phong Hoang Ha Paper JSC,Materials,Paper & Forest Products,11750
HHS.HM,HHS,HOSE,Hoang Huy Investment Services JSC,Industrials,Machinery,7050
HHV.HNO,HHV,UPCOM,Deo Ca Traffic Infrastructure Investment JSC,Industrials,Construction & Engineering,16700
HID.HM,HID,HOSE,HALCOM VIETNAM JSC,Industrials,Industrial Conglomerates,5610
HIG.HNO,HIG,UPCOM,HiPT Group JSC,Technology,Software & Programming,9500
HII.HM,HII,HOSE,An Tien Industries JSC,Materials,Chemicals,21800
HIZ.HNO,HIZ,UPCOM,Ho Nai Industrial Zone JSC,Industrials,Construction & Engineering,65800
HJC.HNO,HJC,UPCOM,Hoa Viet JSC,Consumer/Non-Cyclical,Tobacco,4000
HJS.HN,HJS,HNX,Nam Mu Hydropower JSC,Utilities,Independent Power and Renewable Electricity Producers,32000
HKB.HN,HKB,HNX,Hanoi Kinhbac Agriculture and Food JSC,Consumer Staples,Food Products,800
HKP.HNO,HKP,UPCOM,Ha Tien Packaging JSC,Materials,Containers & Packaging,21000
HKT.HN,HKT,HNX,Ego Viet Nam Investment JSC,Consumer Staples,Food Products,6400
HLA.HNO,HLA,UPCOM,Huu Lien Asia Corp,Materials,Metals & Mining,800
HLB.HNO,HLB,UPCOM,Halong Beer and Beverage JSC,Consumer Staples,Beverages,165000
HLC.HN,HLC,HNX,Vinacomin Ha Lam Coal JSC,Energy,"Oil, Gas & Consumable Fuels",9200
HLD.HN,HLD,HNX,Hudland Real Estate Investment And Developement JSC,Real Estate,Real Estate Management & Development,34400
HLG.HNO,HLG,UPCOM,Hoang Long Group,Consumer Staples,Food Products,6600
HLR.HNO,HLR,UPCOM,Halang Railway JSC,,,6000
HLY.HNO,HLY,UPCOM,Yen Hung Construction Ceramic JSC,Materials,Construction Materials,17000
HMC.HM,HMC,HOSE,Vnsteel Hochiminh City Metal Corp,Materials,Metals & Mining,24550
HMG.HNO,HMG,UPCOM,Vnsteel Hanoi Steel Corp,Financial,Capital Markets,8400
HMH.HN,HMH,HNX,Hai Minh Corp,Industrials,Road & Rail,13500
HMS.HNO,HMS,UPCOM,Hochiminh Museum Construction JSC,Consumer Discretionary,Household Durables,22000
HNA.HNO,HNA,UPCOM,Hua Na Hydropower JSC,Utilities,Electric Utilities,12000
HNB.HNO,HNB,UPCOM,Ha Noi Transport Station JSC,Transportation,Misc. Transportation,9100
HND.HNO,HND,UPCOM,Hai Phong Thermal Power JSC,Utilities,Electric Utilities,18800
HNF.HNO,HNF,UPCOM,HuuNghi Food JSC,Consumer Staples,Food Products,19200
HNG.HM,HNG,HOSE,Hoang Anh Gia Lai Agricultural JSC,Consumer Staples,Food Products,11050
HNI.HNO,HNI,UPCOM,Huunghi Garment JSC,Consumer Cyclical,Apparel/Accessories,44200
HNM.HNO,HNM,UPCOM,Hanoi Milk JSC,Consumer Staples,Food Products,4500
HNP.HNO,HNP,UPCOM,Hanel Plastics JSC,Materials,Chemicals,19900
HNT.HNO,HNT,UPCOM,Ha Noi Tram JSC,,,3000
HOM.HN,HOM,HNX,Vicem Hoang Mai Cement JSC,Materials,Construction Materials,5200
HOT.HM,HOT,HOSE,Hoi An Tourist Service JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",35000
HPB.HNO,HPB,UPCOM,PP Pack Making JSC,Materials,Containers & Packaging,17000
HPD.HNO,HPD,UPCOM,Dak Doa Hydropower JSC,Utilities,Independent Power and Renewable Electricity Producers,18000
HPG.HM,HPG,HOSE,Hoa Phat Group JSC,Materials,Metals & Mining,50600
HPI.HNO,HPI,UPCOM,Hiep Phuoc Industrial Park JSC,Real Estate,Real Estate Management & Development,23000
HPM.HN,HPM,HNX,Hoang Phuc Mineral Trading and Construction JSC,Industrials,Trading Companies & Distributors,11700
HPP.HNO,HPP,UPCOM,Hai Phong Paint JSC,Materials,Chemicals,69000
HPT.HNO,HPT,UPCOM,HPT Vietnam Corp,Information Technology,IT Services,11200
HPW.HNO,HPW,UPCOM,Hai Phong Water JSC,Utilities,Water Utilities,15100
HPX.HM,HPX,HOSE,Hai Phat Investment JSC,Real Estate,Real Estate Management & Development,34700
HQC.HM,HQC,HOSE,Hoang Quan Consulting Trading Service Real Estate Corp,Real Estate,Real Estate Management & Development,3910
HRB.HNO,HRB,UPCOM,Harec Investment and Trade JSC,Services,Real Estate Operations,23000
HRC.HM,HRC,HOSE,Hoa Binh Rubber JSC,Materials,Chemicals,63100
HRT.HNO,HRT,UPCOM,Hanoi Railway Transport JSC,Transportation,Misc. Transportation,4300
HSA.HNO,HSA,UPCOM,Hestia JSC,Services,Business Services,74000
HSG.HM,HSG,HOSE,Hoa Sen Group,Materials,Metals & Mining,41300
HSI.HNO,HSI,UPCOM,General Materials Biochemistry Fertilizer JSC,Materials,Chemicals,2200
HSL.HM,HSL,HOSE,Hong Ha Food Investment Development JSC,Consumer Staples,Food Products,6410
HT1.HM,HT1,HOSE,Ha Tien 1 Cement JSC,Materials,Construction Materials,16300
HTC.HN,HTC,HNX,HocMon Trade JSC,Energy,"Oil, Gas & Consumable Fuels",32400
HTE.HNO,HTE,UPCOM,Ho Chi Minh City Electric Power Trading Investment Corp,Industrials,Construction & Engineering,5500
HTG.HNO,HTG,UPCOM,Hoa Tho Textile - Garment Joint Stock Corp,Consumer Cyclical,Apparel/Accessories,19600
HTI.HM,HTI,HOSE,Idico Infrastructure Development Investment JSC,Industrials,Construction & Engineering,17850
HTL.HM,HTL,HOSE,Truong Long Engineering and Auto JSC,Consumer Discretionary,Specialty Retail,18300
HTM.HNO,HTM,UPCOM,Hanoi Trade Joint Stock Corp,Industrials,Industrial Conglomerates,15300
HTN.HM,HTN,HOSE,Hung Thinh Incons JSC,Real Estate,Real Estate Management & Development,38000
HTP.HN,HTP,HNX,Hoaphat Textbook Printing JSC,Industrials,Commercial Services & Supplies,23200
HTR.HNO,HTR,UPCOM,Ha Thai Railway JSC,,,9300
HTT.HNO,HTT,UPCOM,Ha Tay Trading JSC,Real Estate,Real Estate Management & Development,690
HTV.HM,HTV,HOSE,Logistics Vicem JSC,Industrials,Air Freight & Logistics,14150
HU1.HM,HU1,HOSE,HUD1 Investment and Construction JSC,Industrials,Construction & Engineering,9350
HU3.HM,HU3,HOSE,HUD3 Investment and Construction JSC,Industrials,Construction & Engineering,8300
HU4.HNO,HU4,UPCOM,Hud4 Investment and Construction JSC,Real Estate,Real Estate Management & Development,16700
HU6.HNO,HU6,UPCOM,HUD6 City and Housing Development Investment JSC,Real Estate,Real Estate Management & Development,6700
HUB.HM,HUB,HOSE,Thua Thien Hue Construction Joint Stock Corp,Industrials,Construction & Engineering,23800
HUG.HNO,HUG,UPCOM,Hung Yen Garment Corp JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",37500
HUT.HN,HUT,HNX,Tasco JSC,Industrials,Construction & Engineering,8300
HVA.HNO,HVA,UPCOM,HVA Investment JSC,Consumer Staples,Food Products,800
HVG.HNO,HVG,UPCOM,Hung Vuong Corp,Consumer Staples,Food Products,5400
HVH.HM,HVH,HOSE,HVC Investment and Technology JSC,Industrials,Construction & Engineering,10850
HVN.HM,HVN,HOSE,Vietnam Airlines JSC,Industrials,Airlines,27250
HVT.HN,HVT,HNX,Viet Tri Chemical JSC,Materials,Chemicals,35200
HVX.HM,HVX,HOSE,Vicem Hai Van Cement JSC,Materials,Construction Materials,5050
IBC.HM,IBC,HOSE,Apax Holdings JSC,Consumer Discretionary,Diversified Consumer Services,22000
ICC.HNO,ICC,UPCOM,Industrial Construction JSC,Industrials,Construction & Engineering,37200
ICF.HNO,ICF,UPCOM,Investment Commerce Fisheries Corp,Consumer Staples,Food Products,1000
ICG.HN,ICG,HNX,Song Hong Construction JSC,Industrials,Construction & Engineering,8000
ICI.HNO,ICI,UPCOM,Industrial Construction and Investment JSC,Industrials,Construction & Engineering,4300
ICN.HNO,ICN,UPCOM,IDICO Investment Construction Oil and Natural Gas JSC,Capital Goods,Construction Services,69700
ICT.HM,ICT,HOSE,JSC for Telecoms and Informatics,Industrials,Construction & Engineering,19300
IDC.HN,IDC,HNX,Idico Corporation JSC,Industrials,Construction & Engineering,36400
IDI.HM,IDI,HOSE,I.D.I International Development and Investment Corp,Consumer Staples,Food Products,6700
IDJ.HN,IDJ,HNX,IDJ Vietnam Investment JSC,Financial,Capital Markets,15000
IDV.HN,IDV,HNX,VinhPhuc Infrastructure Development JSC,Real Estate,Real Estate Management & Development,67700
IFC.HNO,IFC,UPCOM,Saigon Industrial Foodstuffs JSC,Consumer Staples,Food & Staples Retailing,7500
IFS.HNO,IFS,UPCOM,Interfood Shareholding Co,Consumer Staples,Food Products,21800
IHK.HNO,IHK,UPCOM,Aviation Printing JSC,Industrials,Commercial Services & Supplies,13600
IJC.HM,IJC,HOSE,Becamex Infrastructure Development JSC,Industrials,Construction & Engineering,32650
ILA.HNO,ILA,UPCOM,ILA JSC,Financial,Diversified Financial Services,6300
ILB.HM,ILB,HOSE,ICD Tan Cang Long Binh JSC,Industrials,Commercial Services & Supplies,24800
ILS.HNO,ILS,UPCOM,International Investment Trade and Service JSC,Industrials,Industrial Conglomerates,19500
IME.HNO,IME,UPCOM,Mechanical And Industrial Construction JSC,Industrials,Machinery,40000
IMP.HM,IMP,HOSE,Imexpharm Corp,Healthcare,Pharmaceuticals,80500
IN4.HNO,IN4,UPCOM,No4 Printing JSC,Industrials,Commercial Services & Supplies,100000
INC.HN,INC,HNX,IDICO Investment Consultancy JSC,Industrials,Construction & Engineering,10800
INN.HN,INN,HNX,Agriculture Printing and Packaging JSC,Industrials,Commercial Services & Supplies,30500
IPA.HNO,IPA,UPCOM,Ipa Investments Group JSC,Consumer/Non-Cyclical,Personal & Household Prods.,41800
ISH.HNO,ISH,UPCOM,Idico Srok Phu Mieng Hydropower JSC,Utilities,Independent Power and Renewable Electricity Producers,17000
IST.HNO,IST,UPCOM,Tan Cang Song Than ICD JSC,Transportation,Misc. Transportation,33500
ITA.HM,ITA,HOSE,Tan Tao Investment and Industry Corp,Industrials,Construction & Engineering,7550
ITC.HM,ITC,HOSE,Investment and Trading of Real Estate JSC,Real Estate,Real Estate Management & Development,14750
ITD.HM,ITD,HOSE,Innovative Technology Development Corp,Industrials,Commercial Services & Supplies,13100
ITQ.HN,ITQ,HNX,Thien Quang Group JSC,Materials,Metals & Mining,5100
ITS.HNO,ITS,UPCOM,"Vinacomin Investment, Trading And Service JSC",Capital Goods,Misc. Capital Goods,4400
IVS.HN,IVS,HNX,Vietnam Investment Securities Co,Financial,Diversified Financial Services,10300
JVC.HM,JVC,HOSE,Japan Vietnam Medical Instrument JSC,Healthcare,Health Care Providers & Services,4380
KAC.HNO,KAC,UPCOM,Khang An Investment Real Estate JSC,Real Estate,Real Estate Management & Development,14700
KBC.HM,KBC,HOSE,Kinhbac City Development Holding Corp,Real Estate,Real Estate Management & Development,39000
KCB.HNO,KCB,UPCOM,Cao Bang Mineral and Metallurgical JSC,Materials,Metals & Mining,9600
KCE.HNO,KCE,UPCOM,Khanh Hoa Power Centrifugal Concrete JSC,Materials,Construction Materials,13800
KDC.HM,KDC,HOSE,Kido Group Corp,Consumer Staples,Food Products,60500
KDH.HM,KDH,HOSE,Khang Dien House Trading and Investment JSC,Real Estate,Real Estate Management & Development,37100
KDM.HN,KDM,HNX,New Residential Urban Development Holdings Corp,Industrials,Trading Companies & Distributors,7300
KHA.HNO,KHA,UPCOM,Khanh Hoi Investment and Services Corp,Real Estate,Real Estate Management & Development,29000
KHB.HNO,KHB,UPCOM,HoaBinh Mineral JSC,Materials,Metals & Mining,1000
KHD.HNO,KHD,UPCOM,Hai Duong Mineral Eineal Processing JSC,Materials,Construction Materials,9900
KHL.HNO,KHL,UPCOM,Hung Long Mineral and Building Material JSC,Materials,Construction Materials,1100
KHP.HM,KHP,HOSE,Khanh Hoa Power JSC,Utilities,Electric Utilities,6670
KHS.HN,KHS,HNX,Kien Hung JSC VN,Consumer Staples,Food Products,15500
KIP.HNO,KIP,UPCOM,Vietnam KIP JSC,Industrials,Electrical Equipment,11000
KKC.HN,KKC,HNX,KKC Metal Joint Stock Company,Materials,Metals & Mining,23100
KLB.HNO,KLB,UPCOM,Kien Long Commercial Joint Stock Bank,Financial,Banks,26100
KLF.HN,KLF,HNX,CFS Investment and Import Export Trading JSC,Consumer Discretionary,"Hotels, Restaurants & Leisure",5200
KMR.HM,KMR,HOSE,Mirae JSC,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",9200
KMT.HN,KMT,HNX,Central Vietnam Metal Corp,Industrials,Trading Companies & Distributors,8200
KOS.HM,KOS,HOSE,Kosy JSC,Capital Goods,Construction Services,28750
KPF.HM,KPF,HOSE,Hoang Minh Finance Investment JSC,Materials,Construction Materials,10600
KSB.HM,KSB,HOSE,Binh Duong Mineral and Construction JSC,Materials,Metals & Mining,29700
KSD.HN,KSD,HNX,DNA Investment Joint Stock Corp,Materials,Construction Materials,4100
KSH.HNO,KSH,UPCOM,Damac GLS JSC,Materials,Metals & Mining,400
KSK.HNO,KSK,UPCOM,Mineral Ferrous Metallergy JSC,Materials,Metals & Mining,200
KSQ.HN,KSQ,HNX,CNC Capital Viet Nam JSC,Real Estate,Real Estate Management & Development,3700
KST.HN,KST,HNX,Kasati JSC,Information Technology,Communications Equipment,24000
KSV.HNO,KSV,UPCOM,Vinacomin Minerals Holding Corp,Basic Materials,Metal Mining,34000
KTL.HNO,KTL,UPCOM,Thang Long Metal Wares JSC,Consumer Discretionary,Household Durables,23500
KTS.HN,KTS,HNX,Kon Tum Sugar JSC,Consumer Staples,Food Products,14500
KTT.HN,KTT,HNX,KTT Investment Group JSC,Industrials,Construction & Engineering,8000
KVC.HN,KVC,HNX,Kim Vi Inox Import Export Production JSC,Materials,Metals & Mining,3700
L10.HM,L10,HOSE,Lilama 10 JSC,Industrials,Construction & Engineering,17900
L12.HNO,L12,UPCOM,Licogi 12 JSC,,,4700
L14.HN,L14,HNX,LICOGI 14 JSC,Industrials,Construction & Engineering,75200
L18.HN,L18,HNX,Construction And Investment JSC No 18,Industrials,Construction & Engineering,17400
L35.HN,L35,HNX,Erection Mechanical JSC,Industrials,Construction & Engineering,5700
L43.HN,L43,HNX,Lilama 45.3 JSC,Industrials,Construction & Engineering,5300
L44.HNO,L44,UPCOM,Lilama 45.4 JSC,Industrials,Construction & Engineering,800
L45.HNO,L45,UPCOM,Lilama 45.1 JSC,,,4000
L61.HN,L61,HNX,Lilama 69-1 JSC,Industrials,Construction & Engineering,7200
L62.HN,L62,HNX,Lilama 69 - 2 JSC,Industrials,Construction & Engineering,6300
